Customer ID,recency,frequency,monetary,segment
13451,17,6,4214.77,loyal_customers
13452,108,1,139.8,hibernating
13453,38,1,424.71,need_attention
13454,277,1,219.87000000000003,hibernating
13455,2,5,1847.59,champions
13457,324,2,148.22,hibernating
13458,15,2,2312.7000000000003,potential_loyalists
13459,260,2,1160.4099999999999,hibernating
13461,43,3,2715.0000000000005,about_to_sleep
13462,46,4,1002.35,loyal_customers
13464,30,5,2422.96,loyal_customers
13465,82,2,931.12,hibernating
13466,44,4,705.45,loyal_customers
13468,4,38,7685.54,champions
13469,289,1,82.4,hibernating
13472,99,2,592.2399999999999,hibernating
13473,210,6,2235.12,at_Risk
13474,79,2,434.2,hibernating
13476,42,3,823.0,about_to_sleep
13477,91,5,1379.59,at_Risk
13478,105,5,2215.78,at_Risk
13479,88,2,550.42,hibernating
13480,52,2,627.82,need_attention
13481,10,6,2026.2800000000002,champions
13482,263,1,151.45000000000002,hibernating
13484,19,2,476.91999999999996,potential_loyalists
13485,12,10,2564.98,champions
13487,141,2,271.46999999999997,hibernating
13488,3,11,6619.57,champions
13490,290,1,154.25,hibernating
13491,8,18,3350.74,champions
13495,4,6,3329.3899999999994,champions
13497,4,5,972.28,champions
13498,366,1,327.38000000000005,hibernating
13500,37,1,299.53,need_attention
13501,122,2,1544.79,hibernating
13502,51,2,488.5,need_attention
13503,115,5,1688.54,at_Risk
13506,5,4,1180.6799999999998,champions
13508,278,1,176.07999999999998,hibernating
13509,143,1,135.0,hibernating
13510,11,7,2766.73,champions
13511,312,1,282.76,hibernating
13512,23,3,462.17999999999995,potential_loyalists
13513,77,2,619.4900000000002,hibernating
13514,64,3,663.7,about_to_sleep
13515,85,2,374.7,hibernating
13516,53,1,295.84999999999997,need_attention
13519,78,1,220.45999999999998,hibernating
13520,7,6,3285.05,champions
13523,2,2,1136.6399999999999,potential_loyalists
13526,374,2,1182.0000000000002,hibernating
13527,54,5,2396.2300000000005,loyal_customers
13530,270,1,402.98,hibernating
13531,2,5,1254.72,champions
13534,15,10,1850.8200000000002,champions
13535,38,1,89.5,need_attention
13537,61,2,717.8499999999999,need_attention
13538,32,5,1831.88,loyal_customers
13539,56,4,938.02,loyal_customers
13540,103,3,632.3900000000001,at_Risk
13541,63,2,785.25,need_attention
13542,12,17,4006.17,champions
13543,270,2,1439.61,hibernating
13544,47,4,537.5900000000001,loyal_customers
13545,26,2,374.64,potential_loyalists
13546,18,2,465.15000000000003,potential_loyalists
13547,44,1,175.52999999999994,need_attention
13548,107,1,226.57999999999998,hibernating
13549,23,1,87.6,promising
13550,19,1,349.51,promising
13551,302,1,152.39999999999998,hibernating
13552,64,10,3238.8499999999995,loyal_customers
13553,310,1,517.8000000000001,hibernating
13554,16,7,1638.2800000000002,loyal_customers
13555,14,9,4849.91,champions
13556,65,2,200.82,need_attention
13557,51,11,2448.2,loyal_customers
13559,148,2,990.0,hibernating
13561,33,10,1678.8600000000001,loyal_customers
13562,37,5,3038.8499999999995,loyal_customers
13564,4,35,15500.529999999999,champions
13565,47,1,174.57999999999998,need_attention
13566,70,3,833.4099999999999,about_to_sleep
13567,64,4,1083.69,loyal_customers
13569,3,3,520.03,potential_loyalists
13571,18,14,2454.2200000000003,loyal_customers
13573,15,4,622.0700000000002,champions
13574,47,1,421.25000000000006,need_attention
13576,9,11,4834.4,champions
13577,18,7,1801.68,loyal_customers
13578,45,1,147.66,need_attention
13579,5,4,1071.9999999999998,champions
13580,42,1,107.75,need_attention
13581,50,1,162.53,need_attention
13582,25,2,241.68,potential_loyalists
13583,315,1,664.001,hibernating
13584,134,2,250.04999999999998,hibernating
13585,166,3,684.54,at_Risk
13586,177,1,131.52999999999997,hibernating
13587,85,3,961.1000000000001,at_Risk
13589,85,4,741.0900000000001,at_Risk
13590,11,12,4367.67,champions
13591,71,4,976.8100000000001,loyal_customers
13593,23,9,3486.6100000000006,loyal_customers
13594,121,1,136.35000000000002,hibernating
13595,152,3,818.22,at_Risk
13597,36,2,396.71000000000004,potential_loyalists
13598,131,4,609.42,at_Risk
13599,2,14,5013.960000000001,champions
13600,270,1,298.90000000000003,hibernating
13601,28,2,491.82000000000005,potential_loyalists
13602,17,3,596.2800000000001,potential_loyalists
13604,294,1,717.62,hibernating
13605,23,2,522.67,potential_loyalists
13607,38,1,400.3,need_attention
13608,176,1,236.20000000000002,hibernating
13609,229,1,167.35000000000002,hibernating
13610,23,7,1044.0,loyal_customers
13611,10,7,2147.73,champions
13612,268,1,818.29,hibernating
13613,88,5,1039.85,at_Risk
13614,29,2,748.73,potential_loyalists
13615,35,7,5854.84,loyal_customers
13616,204,2,288.1,hibernating
13617,44,5,734.57,loyal_customers
13619,180,2,231.69000000000003,hibernating
13620,164,1,112.34000000000002,hibernating
13622,332,1,658.95,hibernating
13623,16,5,1818.7099999999998,loyal_customers
13624,24,1,462.08000000000004,promising
13625,232,1,301.26,hibernating
13626,15,1,449.81,new_customers
13627,124,2,607.4300000000001,hibernating
13628,312,1,310.14,hibernating
13629,49,8,5578.5,loyal_customers
13632,30,3,1526.8799999999999,potential_loyalists
13634,10,11,3498.31,champions
13635,78,3,1928.13,at_Risk
13639,72,1,312.92999999999995,hibernating
13640,247,1,405.0,hibernating
13641,276,5,1016.4700000000001,at_Risk
13642,68,3,159.92,about_to_sleep
13643,18,7,1637.33,loyal_customers
13646,35,2,326.24999999999994,potential_loyalists
13647,130,4,1393.5600000000004,at_Risk
13648,36,8,1764.0200000000002,loyal_customers
13649,2,5,1332.28,champions
13650,10,4,1451.6599999999999,champions
13651,17,1,132.65,promising
13652,4,3,1475.77,potential_loyalists
13653,123,1,152.2,hibernating
13654,16,5,3600.67,loyal_customers
13655,10,4,1347.5400000000002,champions
13656,135,2,699.2,hibernating
13658,19,4,3386.3300000000004,loyal_customers
13659,52,10,3321.6800000000003,loyal_customers
13660,36,1,314.59,promising
13661,239,1,325.24000000000007,hibernating
13662,21,8,1352.35,loyal_customers
13663,16,4,1858.04,loyal_customers
13665,22,3,1711.66,potential_loyalists
13666,56,2,43.25,need_attention
13668,19,14,6726.35,loyal_customers
13669,43,1,195.0,need_attention
13671,30,1,194.94999999999996,promising
13672,366,1,233.53000000000003,hibernating
13674,68,1,240.67999999999998,need_attention
13676,175,2,243.9,hibernating
13677,40,2,556.19,need_attention
13679,129,3,281.26000000000005,at_Risk
13680,107,8,7713.25,cant_loose
13683,93,1,258.6,hibernating
13684,26,3,529.7500000000001,potential_loyalists
13686,16,2,337.04,potential_loyalists
13687,74,1,11880.839999999998,hibernating
13688,271,1,375.5,hibernating
13689,80,1,349.5,hibernating
13691,32,1,212.77999999999997,promising
13692,44,2,1626.08,need_attention
13693,10,9,2011.82,champions
13694,9,94,131443.19,champions
13695,213,1,266.59999999999997,hibernating
13696,57,3,2020.4,about_to_sleep
13698,232,2,465.53000000000003,hibernating
13699,186,1,455.57,hibernating
13700,53,3,348.34000000000003,about_to_sleep
13701,82,1,161.0,hibernating
13702,81,1,135.18,hibernating
13703,51,1,326.05999999999995,need_attention
13705,9,5,1323.47,champions
13706,262,1,300.38000000000005,hibernating
13707,65,3,2559.4499999999994,about_to_sleep
13709,82,5,1263.6999999999998,at_Risk
13710,59,2,329.04,need_attention
13711,42,7,1540.2000000000003,loyal_customers
13712,246,1,537.58,hibernating
13713,44,3,743.26,about_to_sleep
13714,101,1,161.35000000000002,hibernating
13715,8,13,7403.95,champions
13717,93,2,318.28999999999996,hibernating
13719,29,6,1773.5700000000004,loyal_customers
13721,31,1,217.39999999999992,promising
13722,56,7,3260.0,loyal_customers
13723,28,5,1009.3500000000001,loyal_customers
13724,273,1,213.01000000000002,hibernating
13727,247,6,746.57,at_Risk
13728,23,10,1839.0300000000002,loyal_customers
13729,71,3,724.7300000000002,about_to_sleep
13733,46,2,487.03000000000003,need_attention
13734,144,4,6701.639999999999,at_Risk
13735,12,9,6927.98,champions
13736,61,5,2034.31,loyal_customers
13738,32,1,440.9300000000001,promising
13739,163,1,75.3,hibernating
13740,51,4,1247.02,loyal_customers
13745,182,1,477.3200000000001,hibernating
13746,49,1,176.69,need_attention
13747,9,2,169.79999999999998,potential_loyalists
13748,9,5,1320.1000000000001,champions
13750,16,6,1954.92,loyal_customers
13752,163,1,404.45,hibernating
13753,234,3,1353.31,at_Risk
13754,73,1,164.45,hibernating
13756,3,10,4017.9799999999996,champions
13757,310,1,195.55,hibernating
13758,2,10,6226.429999999999,champions
13760,40,3,1076.85,about_to_sleep
13761,138,4,881.52,at_Risk
13762,229,4,2165.76,at_Risk
13763,53,2,3502.48,need_attention
13764,205,3,1431.5,at_Risk
13765,289,1,352.82099999999997,hibernating
13766,131,1,190.35000000000002,hibernating
13767,5,39,18320.17,champions
13768,362,2,875.97,hibernating
13769,3,11,3003.91,champions
13770,58,4,785.3700000000001,loyal_customers
13771,169,5,3094.37,at_Risk
13772,36,5,1982.0900000000001,loyal_customers
13773,32,2,301.53999999999996,potential_loyalists
13775,226,1,1049.66,hibernating
13776,64,2,623.98,need_attention
13777,2,37,30501.260000000002,champions
13778,127,3,945.7900000000001,at_Risk
13779,151,1,161.13,hibernating
13780,43,1,375.8100000000001,need_attention
13781,228,2,650.99,hibernating
13782,89,7,881.72,cant_loose
13783,123,4,1542.0899999999997,at_Risk
13784,70,3,447.43999999999994,about_to_sleep
13785,64,4,542.49,loyal_customers
13786,3,6,3128.5400000000004,champions
13787,94,4,913.46,at_Risk
13788,141,1,3.75,hibernating
13789,24,1,239.45999999999998,promising
13792,58,1,188.39999999999998,need_attention
13793,282,1,96.0,hibernating
13794,182,1,126.03,hibernating
13795,24,4,836.2999999999998,loyal_customers
13796,135,1,289.7,hibernating
13797,72,3,1179.45,at_Risk
13798,8,54,38683.020000000004,champions
13799,80,7,2114.71,cant_loose
13800,66,2,1121.24,need_attention
13802,10,16,21659.690000000002,champions
13803,67,2,1061.8400000000001,need_attention
13804,71,2,572.73,need_attention
13807,3,3,422.20000000000005,potential_loyalists
13809,30,2,524.65,potential_loyalists
13813,163,4,1398.6100000000001,at_Risk
13814,163,1,678.1999999999999,hibernating
13815,42,4,3448.38,loyal_customers
13818,65,1,61.28,need_attention
13819,305,3,1502.0,at_Risk
13820,54,3,660.6500000000001,about_to_sleep
13821,29,4,1025.0900000000001,loyal_customers
13823,16,5,2445.790000000001,loyal_customers
13824,15,7,1615.82,champions
13825,257,2,255.59,hibernating
13829,57,1,102.0,need_attention
13830,217,1,156.85000000000002,hibernating
13831,5,13,4820.59,champions
13832,58,1,561.49,need_attention
13833,40,1,316.56,need_attention
13834,212,2,324.19,hibernating
13835,155,3,260.7,at_Risk
13836,35,2,620.3700000000001,potential_loyalists
13838,5,7,1274.3600000000001,champions
13839,122,1,139.95,hibernating
13840,52,1,651.4000000000001,need_attention
13842,2,10,2244.29,champions
13843,17,1,319.75,promising
13846,35,1,442.73,promising
13847,355,1,310.71999999999997,hibernating
13848,2,6,2080.0,champions
13849,33,3,1931.3499999999997,potential_loyalists
13851,15,5,1955.0000000000002,champions
13852,246,1,187.35000000000002,hibernating
13854,1,15,4144.4400000000005,champions
13855,136,4,1310.3400000000001,at_Risk
13856,99,8,753.53,cant_loose
13857,29,6,1001.01,loyal_customers
13859,165,1,314.7,hibernating
13861,65,2,273.26,need_attention
13862,25,1,346.72999999999996,promising
13863,101,3,933.77,at_Risk
13864,22,1,662.4000000000001,promising
13869,17,6,5006.62,loyal_customers
13870,23,7,2941.14,loyal_customers
13871,64,4,1482.6,loyal_customers
13872,163,3,919.57,at_Risk
13873,19,5,649.3200000000002,loyal_customers
13874,140,6,1508.6999999999998,at_Risk
13875,23,9,3027.58,loyal_customers
13877,106,2,332.4400000000001,hibernating
13878,183,3,1191.53,at_Risk
13879,281,1,395.50000000000006,hibernating
13880,3,5,1171.8899999999999,champions
13881,11,23,28019.579999999998,champions
13883,39,10,3885.5399999999995,loyal_customers
13884,12,5,1100.88,champions
13888,40,5,1563.42,loyal_customers
13889,18,5,1574.3300000000004,loyal_customers
13890,10,4,1043.57,champions
13891,14,3,863.5600000000002,potential_loyalists
13892,113,2,634.6800000000001,hibernating
13895,151,2,1415.4499999999998,hibernating
13896,261,1,388.55,hibernating
13897,74,2,849.56,hibernating
13898,47,1,530.4699999999999,need_attention
13900,25,3,869.6400000000001,potential_loyalists
13901,10,10,2809.1400000000003,champions
13902,268,5,34095.26,at_Risk
13903,36,1,165.45000000000002,promising
13905,368,1,312.65000000000003,hibernating
13906,45,1,42.0,need_attention
13907,327,1,136.8,hibernating
13909,59,2,286.5999999999999,need_attention
13911,15,11,1654.08,champions
13912,59,1,124.94999999999999,need_attention
13913,142,1,42.22,hibernating
13915,30,1,70.80000000000001,promising
13916,99,4,1275.81,at_Risk
13919,60,2,975.87,need_attention
13920,67,4,1774.6799999999998,loyal_customers
13921,38,4,730.7000000000002,loyal_customers
13922,73,2,692.95,hibernating
13927,73,1,359.27,hibernating
13929,52,9,2651.45,loyal_customers
13931,28,9,4019.8500000000004,loyal_customers
13935,232,3,6116.92,at_Risk
13936,18,2,563.08,potential_loyalists
13937,38,1,721.2800000000001,need_attention
13939,67,4,992.41,loyal_customers
13941,8,11,6009.34,champions
13942,170,1,320.0,hibernating
13943,213,1,246.54000000000002,hibernating
13944,289,1,200.43,hibernating
13945,30,2,854.1499999999999,potential_loyalists
13946,12,3,1314.6599999999999,potential_loyalists
13948,47,3,446.76000000000005,about_to_sleep
13952,16,12,9572.45,loyal_customers
13953,45,5,3125.0,loyal_customers
13955,11,1,222.20999999999995,new_customers
13957,53,3,458.25,about_to_sleep
13958,15,8,4709.23,champions
13959,35,3,477.97999999999996,potential_loyalists
13961,28,1,538.4,promising
13962,71,1,193.25,need_attention
13963,3,14,2347.33,champions
13964,23,2,438.90000000000003,potential_loyalists
13965,112,3,996.61,at_Risk
13966,71,1,390.86000000000007,need_attention
13967,32,1,85.6,promising
13968,59,1,123.66,need_attention
13969,1,18,4311.93,champions
13970,22,2,846.55,potential_loyalists
13971,59,6,1909.31,loyal_customers
13974,218,1,264.13,hibernating
13975,29,6,2832.5600000000004,loyal_customers
13976,142,3,834.3800000000001,at_Risk
13977,47,1,519.81,need_attention
13979,29,6,2546.36,loyal_customers
13980,75,4,599.7800000000001,at_Risk
13981,51,1,331.14,need_attention
13982,1,6,2573.7799999999997,champions
13983,2,10,4505.02,champions
13984,2,8,1128.0900000000001,champions
13985,10,7,2960.7300000000005,champions
13987,15,2,682.54,potential_loyalists
13988,19,2,609.84,potential_loyalists
13989,100,3,759.9799999999997,at_Risk
13992,16,2,142.7,potential_loyalists
13993,15,10,3309.3500000000004,champions
13995,15,9,2508.3199999999997,champions
13996,22,2,895.7600000000001,potential_loyalists
13997,155,3,382.30999999999995,at_Risk
13998,82,3,566.7,at_Risk
13999,10,17,5600.450000000001,champions
14000,50,4,1410.68,loyal_customers
14001,9,7,2487.01,champions
14003,368,1,209.41,hibernating
14004,29,4,1675.81,loyal_customers
14006,164,4,1234.48,at_Risk
14007,148,1,79.48,hibernating
14008,68,1,509.04,need_attention
14009,98,1,404.29999999999995,hibernating
14010,201,2,445.15,hibernating
14011,116,2,457.82000000000005,hibernating
14013,16,2,611.55,potential_loyalists
14014,12,2,1443.03,potential_loyalists
14016,32,7,7062.200000000001,loyal_customers
14017,207,1,229.75000000000003,hibernating
14018,281,1,367.1500000000001,hibernating
14020,112,2,606.2099999999999,hibernating
14021,10,4,1084.6799999999998,champions
14022,122,1,352.15,hibernating
14024,26,1,318.03999999999996,promising
14025,100,8,4057.9,cant_loose
14026,106,2,713.11,hibernating
14028,186,3,10396.5,at_Risk
14030,2,14,5902.200000000001,champions
14031,1,27,23712.309999999998,champions
14032,2,6,1874.68,champions
14033,191,1,109.44,hibernating
14035,42,4,1428.6999999999998,loyal_customers
14037,114,4,689.75,at_Risk
14038,33,2,1509.4999999999998,potential_loyalists
14039,211,1,115.08000000000001,hibernating
14040,22,23,9030.65,loyal_customers
14042,361,1,431.98,hibernating
14043,127,2,304.25,hibernating
14044,54,6,2470.2799999999997,loyal_customers
14045,9,13,9653.28,champions
14047,8,10,2946.42,champions
14048,18,2,338.76,potential_loyalists
14049,23,9,7557.3099999999995,loyal_customers
14051,2,15,6823.610000000001,champions
14052,26,1,255.44999999999993,promising
14053,33,2,312.05,potential_loyalists
14055,213,2,795.3199999999999,hibernating
14057,17,5,2190.88,loyal_customers
14058,98,2,469.19000000000005,hibernating
14060,2,13,3378.66,champions
14061,143,3,917.43,at_Risk
14062,10,12,15139.350000000002,champions
14063,74,9,22710.2,cant_loose
14064,66,10,1978.68,loyal_customers
14065,25,3,891.02,potential_loyalists
14068,239,3,1262.5200000000002,at_Risk
14069,150,2,230.06,hibernating
14070,320,1,326.55,hibernating
14072,302,1,390.8500000000001,hibernating
14074,259,1,219.4,hibernating
14075,39,3,792.61,about_to_sleep
14077,31,1,115.66000000000001,promising
14078,9,4,643.26,champions
14079,318,1,243.63,hibernating
14080,49,4,1070.0800000000002,loyal_customers
14081,5,9,4435.58,champions
14082,28,1,231.11000000000004,promising
14083,7,3,388.83000000000004,potential_loyalists
14084,148,1,150.5,hibernating
14085,4,16,5656.43,champions
14086,98,1,39.95,hibernating
14087,40,2,651.8,need_attention
14088,42,3,13544.99,about_to_sleep
14091,290,2,9530.080000000002,hibernating
14092,10,10,3152.54,champions
14094,75,1,335.21999999999997,hibernating
14095,358,1,2.95,hibernating
14097,117,2,422.86,hibernating
14099,11,9,2661.5400000000004,champions
14101,24,7,3985.14,loyal_customers
14104,25,3,555.37,potential_loyalists
14105,44,4,4722.6,loyal_customers
14106,373,1,214.79999999999998,hibernating
14107,84,4,2174.0699999999997,at_Risk
14108,367,2,447.05,hibernating
14110,71,21,7304.799999999999,loyal_customers
14112,87,6,2919.4399999999996,at_Risk
14113,11,12,5252.1900000000005,champions
14114,31,5,977.5600000000001,loyal_customers
14115,137,2,622.67,hibernating
14118,64,1,458.45,need_attention
14119,11,2,183.37,potential_loyalists
14122,42,3,362.41999999999996,about_to_sleep
14123,369,1,436.18,hibernating
14126,80,1,466.33,hibernating
14127,16,3,1190.3700000000001,potential_loyalists
14128,187,1,286.71,hibernating
14129,35,4,1467.48,loyal_customers
14130,11,3,1398.81,potential_loyalists
14131,284,1,187.87000000000003,hibernating
14133,369,1,305.5,hibernating
14134,18,15,11123.35,loyal_customers
14135,3,11,4953.610000000001,champions
14136,36,5,1570.81,loyal_customers
14137,331,1,332.7,hibernating
14139,126,3,670.98,at_Risk
14142,9,2,671.3399999999999,potential_loyalists
14144,122,1,30.599999999999998,hibernating
14145,95,3,3857.85,at_Risk
14146,19,7,5259.299999999999,loyal_customers
14147,24,7,2106.8,loyal_customers
14148,50,1,309.09000000000003,need_attention
14151,309,2,679.45,hibernating
14152,23,5,1376.05,loyal_customers
14153,119,1,233.39999999999998,hibernating
14154,17,6,5115.08,loyal_customers
14156,7,102,196566.74,champions
14157,25,3,569.9,potential_loyalists
14159,15,9,3245.0,champions
14160,246,7,8421.47,cant_loose
14161,5,5,2208.36,champions
14163,98,1,148.70999999999998,hibernating
14166,141,2,256.84999999999997,hibernating
14167,100,4,721.6500000000001,at_Risk
14168,56,2,370.45,need_attention
14169,66,2,624.43,need_attention
14170,11,3,597.3299999999999,potential_loyalists
14171,366,1,135.0,hibernating
14172,241,3,402.7199999999999,at_Risk
14173,277,2,135.16,hibernating
14175,54,5,4456.579999999999,loyal_customers
14176,3,2,339.10999999999996,potential_loyalists
14177,17,9,1669.9299999999998,loyal_customers
14180,8,9,1570.7300000000002,champions
14181,46,2,310.55,need_attention
14182,79,4,678.7700000000001,at_Risk
14183,47,2,286.28999999999996,need_attention
14186,63,5,1550.6299999999999,loyal_customers
14187,109,1,123.5,hibernating
14189,4,2,1160.31,potential_loyalists
14190,302,1,79.9,hibernating
14191,30,2,132.9,potential_loyalists
14192,24,1,293.74,promising
14193,32,1,356.8,promising
14194,28,15,7321.07,loyal_customers
14195,75,4,1603.6000000000001,at_Risk
14197,46,1,390.05,need_attention
14198,36,5,868.33,loyal_customers
14199,59,3,906.3,about_to_sleep
14200,253,1,379.2000000000001,hibernating
14201,45,3,446.1,about_to_sleep
14202,17,3,847.76,potential_loyalists
14203,33,1,339.34,promising
14204,58,3,901.9300000000001,about_to_sleep
14205,30,7,1947.4999999999998,loyal_customers
14206,24,2,856.8499999999999,potential_loyalists
14207,323,1,157.8,hibernating
14208,187,1,415.31,hibernating
14209,21,9,2919.84,loyal_customers
14210,7,11,3955.68,champions
14211,47,9,2161.1899999999996,loyal_customers
14212,81,1,1119.6599999999999,hibernating
14213,40,1,1192.2,need_attention
14215,4,4,1626.6100000000004,champions
14216,50,1,310.74,need_attention
14217,2,7,1411.91,champions
14219,45,2,543.8900000000001,need_attention
14220,203,2,882.6,hibernating
14221,85,8,3084.6899999999996,cant_loose
14224,26,5,847.78,loyal_customers
14225,70,4,2037.0199999999998,loyal_customers
14226,77,1,770.3399999999999,hibernating
14227,50,5,3017.75,loyal_customers
14228,73,3,745.5,at_Risk
14229,39,4,1046.8400000000001,loyal_customers
14230,71,3,979.8000000000001,about_to_sleep
14231,86,1,309.91,hibernating
14233,101,3,1441.5500000000002,at_Risk
14235,134,4,1573.1299999999999,at_Risk
14236,8,4,1253.7800000000002,champions
14237,9,2,471.14,potential_loyalists
14238,298,2,287.38000000000005,hibernating
14239,67,10,1882.3200000000002,loyal_customers
14240,59,1,357.15,need_attention
14241,332,1,120.0,hibernating
14243,1,8,4842.280000000001,champions
14244,296,1,366.41999999999996,hibernating
14247,40,4,635.89,loyal_customers
14248,95,2,730.3699999999999,hibernating
14249,46,12,5625.461,loyal_customers
14252,17,1,350.99,promising
14253,129,2,363.4,hibernating
14254,68,1,601.03,need_attention
14255,182,1,1000.63,hibernating
14256,127,3,1504.93,at_Risk
14257,16,4,2854.7300000000005,loyal_customers
14258,31,16,19381.36,loyal_customers
14260,107,3,824.2800000000001,at_Risk
14263,59,1,322.93,need_attention
14264,15,4,1183.3900000000003,champions
14265,100,2,843.1700000000001,hibernating
14266,64,1,40.56,need_attention
14268,106,1,354.84999999999997,hibernating
14269,75,1,295.73,hibernating
14271,45,1,106.81000000000002,need_attention
14272,198,2,482.85,hibernating
14274,322,1,256.6,hibernating
14275,31,6,1189.3799999999999,loyal_customers
14276,43,4,982.94,loyal_customers
14277,47,6,13009.61,loyal_customers
14278,45,1,205.83,need_attention
14279,156,2,191.86,hibernating
14281,44,1,245.15,need_attention
14282,3,11,4120.32,champions
14283,99,4,628.4399999999999,at_Risk
14284,289,1,704.4,hibernating
14285,149,4,1374.41,at_Risk
14286,40,4,3851.01,loyal_customers
14290,49,3,2201.91,about_to_sleep
14291,16,12,4020.85,loyal_customers
14292,46,7,4354.32,loyal_customers
14293,4,6,2221.37,champions
14294,43,1,375.34,need_attention
14295,74,4,2196.71,at_Risk
14296,57,2,456.4,need_attention
14298,11,38,39667.19,champions
14299,1,19,10533.869999999999,champions
14301,52,3,1352.0400000000002,about_to_sleep
14302,66,3,742.9,about_to_sleep
14303,43,2,277.93999999999994,need_attention
14304,15,2,1341.5600000000002,potential_loyalists
14306,14,4,1058.0800000000002,champions
14307,9,5,2075.31,champions
14308,185,2,1147.02,hibernating
14309,49,2,1428.28,need_attention
14310,68,1,492.1,need_attention
14311,203,1,206.19,hibernating
14312,14,5,1478.6999999999998,champions
14314,66,1,109.80000000000001,need_attention
14315,200,2,716.69,hibernating
14316,58,5,1370.3400000000001,loyal_customers
14318,96,1,158.02000000000004,hibernating
14319,60,1,494.85,need_attention
14320,182,3,868.96,at_Risk
14321,67,2,687.3100000000001,need_attention
14322,65,4,474.1,loyal_customers
14324,45,2,701.6100000000001,need_attention
14325,205,1,245.48,hibernating
14326,99,2,757.13,hibernating
14327,18,5,1583.2799999999995,loyal_customers
14328,74,1,445.05,hibernating
14329,11,8,4912.38,champions
14330,259,1,200.63,hibernating
14332,17,2,1077.2000000000003,potential_loyalists
14334,61,4,1766.27,loyal_customers
14338,172,1,339.88,hibernating
14339,64,1,310.75,need_attention
14341,56,10,2285.04,loyal_customers
14342,68,2,249.88,need_attention
14343,57,4,1088.9099999999999,loyal_customers
14344,3,14,2443.77,champions
14346,61,3,1294.1699999999998,about_to_sleep
14347,372,1,82.60000000000001,hibernating
14350,16,2,689.0999999999999,potential_loyalists
14353,46,2,285.90000000000003,need_attention
14355,1,3,840.05,potential_loyalists
14358,25,2,400.05999999999995,potential_loyalists
14361,214,1,214.71000000000004,hibernating
14363,38,2,227.47000000000003,need_attention
14365,30,2,634.68,potential_loyalists
14366,161,1,136.0,hibernating
14369,278,2,469.12999999999994,hibernating
14370,86,6,1175.7800000000002,at_Risk
14372,79,2,860.0800000000002,hibernating
14374,177,1,108.0,hibernating
14375,86,2,875.3100000000001,hibernating
14376,319,1,215.46,hibernating
14378,257,1,131.25,hibernating
14379,29,2,920.81,potential_loyalists
14380,318,1,48.96,hibernating
14381,87,1,428.65999999999997,hibernating
14382,26,1,620.73,promising
14384,136,1,58.5,hibernating
14388,8,9,3488.16,champions
14389,60,3,854.55,about_to_sleep
14390,8,5,1747.0100000000002,champions
14391,212,1,135.60000000000002,hibernating
14392,68,1,266.4,need_attention
14394,200,1,93.8,hibernating
14395,8,12,4700.300000000001,champions
14396,7,6,1633.94,champions
14398,37,2,707.7899999999998,need_attention
14399,30,8,2113.16,loyal_customers
14400,44,2,1157.77,need_attention
14401,60,9,2744.42,loyal_customers
14402,288,1,285.6,hibernating
14403,225,2,404.69999999999993,hibernating
14404,5,8,1424.79,champions
14405,22,1,195.0,promising
14408,107,4,1503.2399999999998,at_Risk
14409,4,5,1696.6400000000003,champions
14410,12,2,1546.07,potential_loyalists
14412,60,1,656.16,need_attention
14413,46,3,647.6700000000003,about_to_sleep
14414,10,1,902.3499999999999,new_customers
14415,15,10,6191.32,champions
14417,23,1,604.2,promising
14419,18,1,202.85,promising
14420,32,3,1251.65,potential_loyalists
14421,148,4,1656.26,at_Risk
14422,10,13,6007.880000000001,champions
14423,73,2,651.41,hibernating
14425,70,3,661.3899999999998,about_to_sleep
14426,39,7,7246.2699999999995,loyal_customers
14427,130,2,900.18,hibernating
14429,39,1,516.2800000000001,need_attention
14430,147,3,1220.9000000000003,at_Risk
14431,15,3,2143.8399999999997,potential_loyalists
14433,101,1,289.59999999999997,hibernating
14435,137,1,90.42,hibernating
14436,189,1,182.64000000000001,hibernating
14437,1,5,895.84,champions
14439,79,4,6781.8,at_Risk
14440,1,9,4281.049999999999,champions
14441,10,7,2898.8,champions
14442,50,5,3777.2000000000003,loyal_customers
14443,4,2,966.2700000000001,potential_loyalists
14444,92,1,132.04,hibernating
14445,91,1,221.64999999999998,hibernating
14446,22,1,201.73,promising
14447,36,1,548.5,promising
14449,8,5,1575.7,champions
14450,15,4,645.19,champions
14451,25,10,2646.18,loyal_customers
14452,31,2,401.1499999999999,potential_loyalists
14454,12,5,977.3,champions
14455,68,4,628.2099999999999,loyal_customers
14458,16,1,237.42,promising
14459,287,1,3537.821,hibernating
14460,32,6,659.1600000000001,loyal_customers
14461,18,10,4610.4400000000005,loyal_customers
14462,68,1,265.99,need_attention
14463,135,1,256.95,hibernating
14464,204,2,110.99999999999999,hibernating
14465,64,8,2887.4100000000008,loyal_customers
14466,8,7,2374.5,champions
14467,25,8,1622.23,loyal_customers
14468,369,1,204.24000000000004,hibernating
14469,52,4,2112.21,loyal_customers
14470,66,1,250.84999999999997,need_attention
14471,227,2,400.95000000000005,hibernating
14472,325,1,291.38,hibernating
14474,215,1,730.4200000000001,hibernating
14475,44,1,225.3,need_attention
14477,72,3,660.0,at_Risk
14478,18,4,1276.6600000000003,loyal_customers
14479,1,3,982.8600000000001,potential_loyalists
14480,38,3,1020.4700000000001,about_to_sleep
